,wkr,wkrname,bula,year,Flooded,PostPeriod,spd_e_vs,spd_z_vs,cdu_e_vs,cdu_z_vs,pds_e_vs,pds_z_vs,del_spd_z_vs,Lagspd_z_vs,popdensity,shpop_o60,shmanu
472,236,Weiden,909,2002,0,1,35.48000336,29.79460907,59.18465805,61.26686478,0,0.417826325,-12.02412415,41.81873322,0.08727593,23.29999924,48.5
473,237,Bamberg,909,1998,0,0,31.93299866,31.62539291,54.71459198,50.15962219,0,0.594396591,NA,NA,0.195940316,19.88054077,47.34981143
474,237,Bamberg,909,2002,0,1,23.49852371,23.86472321,60.70898819,60.92338562,0.657285988,0.647376597,-7.760669708,31.62539291,0.223131374,21.20000076,45.09999847
475,238,Bayreuth,909,1998,0,0,37.97528839,37.95042419,51.50284195,45.47740555,0,0.602908313,NA,NA,0.146862209,21.47341248,41.35432124
476,238,Bayreuth,909,2002,0,1,29.09767532,28.50001144,60.7368927,58.32661819,0.79877162,0.574457347,-9.45041275,37.95042419,0.127821088,23.20000076,37.09999847
477,239,Coburg,909,1998,0,0,47.83625793,45.23128128,42.70816803,42.72577667,0,0.579984546,NA,NA,0.164639801,23.39516985,60.39218085
478,239,Coburg,909,2002,0,1,44.51224136,35.98616028,48.16798401,52.34739685,0.72693032,0.713674605,-9.245121002,45.23128128,0.164082006,24.89999962,55.90000153
479,240,Hof,909,1998,0,0,49.53811264,45.66337585,42.91542053,40.57682419,0,0.766573727,NA,NA,0.162805349,26.07789011,51.71886571
480,240,Hof,909,2002,0,1,38.86822891,34.91915894,53.62260818,53.2167244,0.841165066,0.727676272,-10.74421692,45.66337585,0.160018131,27.70000076,48.79999924
481,241,Kulmbach,909,1998,0,0,40.58247757,38.76464462,50.17602921,47.80515289,0,0.503304303,NA,NA,0.12204539,22.27798523,54.81004814
482,241,Kulmbach,909,2002,0,1,28.64522552,27.63020706,62.97424316,61.15317535,0,0.583002031,-11.13443756,38.76464462,0.127637357,24.10000038,49.29999924
483,242,Ansbach,909,1998,0,0,37.28759384,37.73022079,50.35317612,46.14779663,0.752570689,0.610126436,NA,NA,0.103569716,21.29303859,52.42477052
484,242,Ansbach,909,2002,0,1,30.11039734,29.60774231,56.41044235,56.34369278,0.631893218,0.554748654,-8.122478485,37.73022079,0.104686819,22.70000076,48.5
485,243,Erlangen,909,1998,0,0,42.55264282,39.24352646,46.00613022,40.7936554,0.703161657,0.862157226,NA,NA,0.353454292,18.73690947,49.21403637
486,243,Erlangen,909,2002,0,1,39.58885193,33.23577118,49.26140594,47.92117691,0.68831706,0.788506687,-6.00775528,39.24352646,0.357562572,20.29999924,50.70000076
487,244,FŸrth,909,1998,0,0,42.13528824,41.52797318,46.87376022,41.36036682,0,0.71863085,NA,NA,0.191781148,21.00951916,42.86708705
488,244,FŸrth,909,2002,0,1,36.53627396,33.90534973,53.48080444,50.59664917,1.022456765,0.745234787,-7.622623444,41.52797318,0.195027351,22.29999924,39
489,245,NŸrnberg-Nord,909,1998,0,0,45.46106339,41.78251266,42.81264877,37.74671173,1.08973825,1.380335808,NA,NA,3.151839256,23.74468057,32.07006128
490,245,NŸrnberg-Nord,909,2002,0,1,42.35712433,37.04652023,45.7756424,42.70115662,1.146129847,1.371936083,-4.735992432,41.78251266,3.100896597,25.20000076,30.10000038
491,246,NŸrnberg-SŸd,909,1998,0,0,47.99008942,44.66211319,42.50159454,39.8985939,0.879682124,0.935986817,NA,NA,1.743472576,21.81650869,32.07005979
492,246,NŸrnberg-SŸd,909,2002,0,1,42.09170532,37.62624741,47.46319199,47.8432579,1.060886264,0.920912325,-7.035865784,44.66211319,1.730962515,23.39999962,45.5
493,247,Roth,909,1998,0,0,42.91651535,40.71471024,47.56386948,43.31660461,0,0.600351691,NA,NA,0.169044882,20.3602205,49.52629721
494,247,Roth,909,2002,0,1,35.11421967,32.3512001,55.18992996,52.55972672,0,0.643566489,-8.363510132,40.71471024,0.171341807,22.10000038,46.20000076
495,248,Aschaffenburg,909,1998,0,0,33.76524734,35.50939941,51.43334198,46.67447662,0,0.742100477,NA,NA,0.31307435,20.28120017,49.3845419
496,248,Aschaffenburg,909,2002,0,1,27.49896049,29.55952072,54.90170288,53.47724533,0.951128364,0.77784586,-5.949878693,35.50939941,0.316877425,21.79999924,43.5
497,249,Bad Kissingen,909,1998,0,0,31.91102791,30.99914742,56.54135513,52.41820908,0,0.520056903,NA,NA,0.091851592,21.52728121,48.79985045
498,249,Bad Kissingen,909,2002,0,1,25.24949074,23.41397476,63.37392426,63.82660294,0.757019639,0.551951289,-7.585172653,30.99914742,0.09230192,23.20000076,46.40000153
499,250,Main-Spessart,909,1998,0,0,39.00046539,35.72195053,53.42967987,48.11587524,0,0.48808971,NA,NA,0.127506331,20.38372926,61.71250691
500,250,Main-Spessart,909,2002,0,1,29.8248558,29.21943665,59.01886749,57.22242737,0.500944734,0.513130844,-6.502513885,35.72195053,0.128356844,22,59.40000153
501,251,Schweinfurt,909,1998,0,0,34.71788025,34.665905,51.9303627,47.95094299,0,0.514091432,NA,NA,0.165831983,21.73444884,48.31763145
502,251,Schweinfurt,909,2002,0,1,30.25621223,28.29162407,58.35059357,56.44365692,0,0.617824912,-6.37428093,34.665905,0.166694671,23.29999924,44.20000076
503,252,WŸrzburg,909,1998,0,0,37.06770706,36.00034332,46.78326797,43.5416832,0.722763896,0.656292081,NA,NA,0.269127846,20.94765976,27.62524008
504,252,WŸrzburg,909,2002,0,1,32.87539291,29.97046661,49.1934433,49.97146606,0.746318579,0.692077935,-6.029876709,36.00034332,0.272274226,22.10000038,26.10000038
505,253,Augsburg-Stadt,909,1998,0,0,38.81763458,36.82053757,47.18629456,43.49036407,0.784858108,0.902225077,NA,NA,1.681497335,24.22220981,37.28328992
506,253,Augsburg-Stadt,909,2002,0,1,29.90592194,30.78307533,53.64170837,52.78068924,0.94476074,0.852503061,-6.037462234,36.82053757,1.664614439,25.29999924,35.20000076
507,254,Augsburg-Land,909,1998,0,0,29.9805336,30.8182354,58.08322906,50.56900787,0.654906571,0.587118506,NA,NA,0.187476054,18.28373927,50.98471725
508,254,Augsburg-Land,909,2002,0,1,24.71417046,23.37746239,65.29038239,62.37633133,0.770061791,0.478906751,-7.44077301,30.8182354,0.191951066,19.89999962,48.09999847
509,255,Donau-Ries,909,1998,0,0,29.78951263,30.90771103,57.1594162,52.78214264,0,0.435268402,NA,NA,0.105211526,20.15387738,55.72723355
510,255,Donau-Ries,909,2002,0,1,23.76111984,23.29693985,64.68247223,65.46589661,0,0.395820141,-7.610771179,30.90771103,0.106480159,21.39999962,54
511,256,Neu-Ulm,909,1998,0,0,31.82975006,31.45611954,54.75802612,49.35099411,0,0.566688418,NA,NA,0.185230359,19.47244081,52.38559941
512,256,Neu-Ulm,909,2002,0,1,25.97996902,25.52210999,61.37560654,60.51763916,0.855467021,0.593562961,-5.934009552,31.45611954,0.187042326,21,48.40000153
513,257,OberallgŠu,909,1998,0,0,27.92463303,28.7917614,56.41144943,50.43328476,0,0.593203187,NA,NA,0.147667319,22.3860606,42.17861835
514,257,OberallgŠu,909,2002,0,1,22.61244392,22.8273735,64.75861359,60.78160477,0,0.603207409,-5.964387894,28.7917614,0.148803309,23.79999924,40.79999924
515,258,OstallgŠu,909,1998,0,0,28.74266243,27.576437,56.90616226,53.2780304,0,0.466318607,NA,NA,0.132543087,21.83628013,48.97573747
516,258,OstallgŠu,909,2002,0,1,21.81919289,20.26347542,64.86193848,65.50793457,0.769259572,0.578926206,-7.312961578,27.576437,0.134156123,23.10000038,46.90000153
517,259,Stuttgart I,908,1998,0,0,34.03178024,34.17449188,37.70198059,31.86774254,0.650763631,1.210405231,NA,NA,2.463859797,21.7266103,33.50241984
518,259,Stuttgart I,908,2002,0,1,41.98664856,33.80914307,37.25431061,33.93392181,0.957719028,1.430167913,-0.365348816,34.17449188,2.433147907,22.79999924,31.89999962
519,260,Stuttgart II,908,1998,0,0,43.34244919,39.02879715,37.80514526,32.51449585,0.893446267,1.205588937,NA,NA,3.657615662,21.72661058,54.97323908
520,260,Stuttgart II,908,2002,0,1,45.61398697,37.6139946,38.73382187,36.28409195,1.153334379,1.426571012,-1.414802551,39.02879715,3.662441492,22.79999924,31.89999962
521,261,Bšblingen,908,1998,0,0,38.97737885,35.08934402,43.95940781,37.70676804,0.909117997,0.885021508,NA,NA,0.584530711,18.16909913,54.9732389
522,261,Bšblingen,908,2002,0,1,35.71171951,33.09936905,46.84719849,42.05119324,0.924473464,0.818710566,-1.989974976,35.08934402,0.596762776,20,54.29999924
523,262,Esslingen,908,1998,0,0,45.87548065,37.14832687,40.234375,37.32847977,0.652546942,0.741630375,NA,NA,1.106994867,18.16910015,55.41296091
524,262,Esslingen,908,2002,0,1,41.62735748,35.46348572,44.97761536,40.77862549,0.787987113,0.840178788,-1.684841156,37.14832687,1.116331935,21.79999924,53.20000076
525,263,NŸrtingen,908,1998,0,0,35.42937851,34.58984375,42.87667847,37.248703,0.701359093,0.75169915,NA,NA,0.59764713,20.06813125,51.06536179
526,263,NŸrtingen,908,2002,0,1,37.12749863,33.09884262,45.5944252,42.39409637,0,0.724005163,-1.491001129,34.58984375,0.604495347,21.79999924,45.5
527,264,Gšppingen,908,1998,0,0,42.33699036,39.04434586,42.35840225,34.90289307,0,0.698857307,NA,NA,0.3949821,21.25482963,54.79010175
528,264,Gšppingen,908,2002,0,1,39.66387558,35.60988617,48.00156021,42.14540863,0.577149332,0.742625892,-3.434459686,39.04434586,0.395647943,22.79999924,51.70000076
529,265,Waiblingen,908,1998,0,0,39.02376175,35.42477036,42.84864807,36.01610184,0.757770717,0.850221813,NA,NA,0.591354072,20.05104065,51.85662996
530,265,Waiblingen,908,2002,0,1,42.65708923,33.07860947,45.11914444,41.59064484,0.824291527,0.825447559,-2.346160889,35.42477036,0.598540068,21.79999924,47.5
531,266,Ludwigsburg,908,1998,0,0,34.80274963,37.28697205,44.32761002,34.96556091,0.863389552,0.984841943,NA,NA,0.823101878,19.40448982,45.03331011
532,266,Ludwigsburg,908,2002,0,1,41.55524063,35.12559891,45.22454834,39.46680832,1.048634052,1.010725737,-2.161373138,37.28697205,0.83475244,21.10000038,42.40000153
533,267,Neckar-Zaber,908,1998,0,0,42.54328156,36.30059433,39.74452972,34.6580925,0.855373859,0.925631523,NA,NA,0.454851508,19.40448992,60.98382329
534,267,Neckar-Zaber,908,2002,0,1,42.67855453,34.54882813,44.51863861,40.98562622,0.833796263,0.802483857,-1.751766205,36.30059433,0.464488745,21.10000038,55.59999847
535,268,Heilbronn,908,1998,0,0,40.55039215,37.4595108,43.7503891,36.1241684,0.883028746,0.939434886,NA,NA,0.381070614,19.83790007,46.66257024
536,268,Heilbronn,908,2002,0,1,39.81079483,35.71634674,49.23010635,43.33237076,0.982775152,0.837548196,-1.743164063,37.4595108,0.387430012,21.20000076,45.90000153
537,269,SchwŠbisch Hall - Hohenlohe,908,1998,0,0,35.80898285,33.73188782,37.19299316,34.79905701,0.729146242,0.932733715,NA,NA,0.127372533,19.99708016,52.54771852
538,269,SchwŠbisch Hall - Hohenlohe,908,2002,0,1,34.72478485,31.8533802,47.30496979,43.42080307,1.107408524,0.890945435,-1.878507614,33.73188782,0.129135832,21.20000076,50
539,270,Backnang - SchwŠbisch GmŸnd,908,1998,0,0,38.53537369,36.55968475,41.83771515,36.69789124,0.825585067,0.829987764,NA,NA,0.28766793,20.92729961,57.28133112
540,270,Backnang - SchwŠbisch GmŸnd,908,2002,0,1,38.44112015,33.73635864,47.71432495,44.23204803,0.978056073,0.785824478,-2.823326111,36.55968475,0.289993614,22.29999924,52.40000153
541,271,Aalen - Heidenheim,908,1998,0,0,40.15191269,39.26000595,44.21679306,38.20968628,0,0.668788731,NA,NA,0.185626239,20.92729876,61.0494133
542,271,Aalen - Heidenheim,908,2002,0,1,38.5319519,35.58166504,49.27898788,46.31656265,0,0.641474187,-3.678340912,39.26000595,0.18569921,22.29999924,57.40000153
543,272,Karlsruhe-Stadt,908,1998,0,0,39.84569168,38.89164352,32.71583557,33.28627396,1.131227493,1.580366492,NA,NA,1.426694155,23.01914922,27.74613944
544,272,Karlsruhe-Stadt,908,2002,0,1,39.99095154,37.18372726,35.08333588,35.41272736,1.317748666,1.557086587,-1.70791626,38.89164352,1.557381034,24,24.29999924
545,273,Karlsruhe-Land,908,1998,0,0,40.12208939,37.16628647,44.82346344,39.14686584,0.657688856,0.918440998,NA,NA,0.402782321,20.79703746,45.21722068
546,273,Karlsruhe-Land,908,2002,0,1,38.96160889,35.335495,46.98509216,43.30220413,0,0.756631911,-1.830791473,37.16628647,0.377735913,21.60000038,43
547,274,Rastatt,908,1998,0,0,36.79685593,35.22517014,49.60272598,43.07966614,0,0.89362514,NA,NA,0.326006472,22.82585778,51.66457948
548,274,Rastatt,908,2002,0,1,35.41888428,33.76618576,51.04361343,46.30221176,0.938937724,0.791512132,-1.458984375,35.22517014,0.310380459,24.5,52.20000076
549,275,Heidelberg,908,1998,0,0,45.61045837,36.86233521,39.87184143,34.58118057,0.940962017,1.335031509,NA,NA,0.986780405,21.01709874,36.64993682
550,275,Heidelberg,908,2002,0,1,42.90349579,34.72451401,38.13069916,35.66606903,0.946665168,1.348305464,-2.137821198,36.86233521,0.947434783,20.20000076,29.60000038
551,276,Mannheim,908,1998,0,0,48.53530884,43.94878006,38.32104111,32.97390747,1.147847891,1.482151031,NA,NA,1.823964357,21.99183036,40.87873266
552,276,Mannheim,908,2002,0,1,48.53924179,41.29039001,38.5463829,34.42074585,1.770698667,1.625748754,-2.658390045,43.94878006,2.104572058,23.20000076,34.79999924
553,277,Odenwald - Tauber,908,1998,0,0,35.51472092,33.08590698,49.94026184,45.76607132,0,0.798391581,NA,NA,0.116044633,21.30779161,51.79040031
554,277,Odenwald - Tauber,908,2002,0,1,34.37492371,29.92864227,53.31627274,51.6228981,0,0.68889308,-3.157264709,33.08590698,0.116468012,22.70000076,50.79999924
555,278,Rhein-Neckar,908,1998,0,0,41.90949249,37.26124191,44.23725891,39.29069519,0,0.915027618,NA,NA,0.347486675,20.50769918,48.05616024
556,278,Rhein-Neckar,908,2002,0,1,40.47129822,34.50852966,46.49681473,43.17643356,0.958312094,0.943838418,-2.75271225,37.26124191,0.353276283,22.10000038,43
557,279,Bruchsal - Schwetzingen,908,1998,0,0,39.90581512,37.57350922,46.03573227,41.28941727,0.862700105,0.961702883,NA,NA,0.532878101,19.8244632,37.95169198
558,279,Bruchsal - Schwetzingen,908,2002,0,1,39.62889481,35.10152435,48.08011627,44.73741531,1.187212706,0.803982913,-2.471984863,37.57350922,0.500814855,21.60000038,43.59999847
559,280,Pforzheim,908,1998,0,0,43.89286041,37.46845245,40.35001755,36.72394562,0.898973525,1.022254467,NA,NA,0.449489057,21.08119862,55.12274208
560,280,Pforzheim,908,2002,0,1,42.24595261,34.49959183,45.43951797,43.5472374,0.958595216,0.837323368,-2.968860626,37.46845245,0.460308522,22.60000038,52.79999924
561,281,Calw,908,1998,0,0,34.97917938,32.07545853,47.55912399,40.9188118,0.734922111,0.87552166,NA,NA,0.165961176,20.19997071,47.6211099
562,281,Calw,908,2002,0,1,32.82840347,29.32202148,49.33752441,48.36754608,0.9290874,0.80619055,-2.753437042,32.07545853,0.167674512,21.79999924,45
563,282,Freiburg,908,1998,0,0,42.34272003,33.94287109,36.53731537,30.70825386,0,1.547916055,NA,NA,0.43477121,19.5923508,28.10725853
564,282,Freiburg,908,2002,0,1,48.32457733,33.44387436,31.88276672,30.45249939,1.290973067,1.712352037,-0.498996735,33.94287109,0.616464794,20.10000038,25.39999962
565,283,Lšrrach - MŸllheim,908,1998,0,0,44.95679855,39.00667953,39.34713364,35.01781082,0,1.033643961,NA,NA,0.25191164,20.92251977,49.10710091
566,283,Lšrrach - MŸllheim,908,2002,0,1,45.4335289,38.71833801,39.97842026,36.09093475,1.496863961,1.145837665,-0.288341522,39.00667953,0.256464809,21.79999924,47
567,284,Emmendingen - Lahr,908,1998,0,0,41.81749344,38.01177979,41.39777756,37.92004013,0,0.899709582,NA,NA,0.20047161,19.70089856,53.50051039
568,284,Emmendingen - Lahr,908,2002,0,1,41.89486694,36.19550323,45.46753311,40.86951065,0,0.85523659,-1.81627655,38.01177979,0.226147592,21.29999924,51.59999847
569,285,Offenburg,908,1998,0,0,33.16160965,34.70879364,52.63040161,42.87240982,1.138110876,1.023893118,NA,NA,0.239471465,20.90564844,45.26337815
570,285,Offenburg,908,2002,0,1,33.25010681,32.50901031,52.93375778,45.9251709,0.839896679,0.793572903,-2.199783325,34.70879364,0.242364064,22.39999962,42
571,286,Rottweil - Tuttlingen,908,1998,0,0,35.23316193,33.19973373,46.52324677,42.52419281,1.004886746,1.071990132,NA,NA,0.179678053,21.04101903,62.61518684
572,286,Rottweil - Tuttlingen,908,2002,0,1,31.69598007,29.27814674,52.62847519,50.64169693,1.198680043,0.741088629,-3.92158699,33.19973373,0.181514472,22.5,60.90000153
573,287,Schwarzwald-Baar,908,1998,0,0,36.84820938,35.69581985,45.05093002,40.43994141,0.976171732,1.139163971,NA,NA,0.204012707,21.91179732,53.32667685
574,287,Schwarzwald-Baar,908,2002,0,1,34.03595734,32.09470367,49.71656036,46.54027176,0,0.809135914,-3.60111618,35.69581985,0.183408141,24.10000038,50
575,288,Konstanz,908,1998,0,0,33.87563324,36.02598572,44.18834686,36.75183105,1.066762447,1.054057479,NA,NA,0.296112657,21.37253939,44.96763849
576,288,Konstanz,908,2002,0,1,32.08385849,33.78846359,44.13022232,39.92402649,1.531334639,1.100756407,-2.237522125,36.02598572,0.300748378,22.79999924,39.59999847
577,289,Waldshut,908,1998,0,0,37.01555252,33.49311829,45.27728271,39.85663223,0,0.919376135,NA,NA,0.170674354,20.29035391,40.70870124
578,289,Waldshut,908,2002,0,1,37.08671188,33.30514908,45.90330124,43.1364975,1.03620851,0.875338912,-0.187969208,33.49311829,0.129138336,22.39999962,45.29999924
579,290,Reutlingen,908,1998,0,0,35.95543289,34.37372589,42.02920914,38.09251022,0.936646581,0.902777791,NA,NA,0.249331132,20.36401111,51.23023637
580,290,Reutlingen,908,2002,0,1,34.73221207,33.01725769,45.20443344,43.84872055,1.109279513,0.861615419,-1.356468201,34.37372589,0.25213778,21.89999962,48.40000153
581,291,TŸbingen,908,1998,0,0,47.21328354,33.41484833,38.02086258,32.87518311,0.78649503,1.208182931,NA,NA,0.321400613,16.27635083,39.35604145
582,291,TŸbingen,908,2002,0,1,40.39188766,32.76087952,43.3928566,39.34661102,1.237187028,1.444550514,-0.653968811,33.41484833,0.324926436,17.60000038,37.40000153
583,292,Ulm,908,1998,0,0,35.82553864,33.69382858,46.64871597,40.16390228,0,0.827745318,NA,NA,0.20192036,19.7195486,45.71868038
584,292,Ulm,908,2002,0,1,33.9908905,31.40323448,51.65724182,46.49832153,1.05941987,0.889111578,-2.290594101,33.69382858,0.204112068,21,40.29999924
585,293,Biberach,908,1998,0,0,25.45441437,26.37247467,48.50592804,45.45687866,0,0.609058917,NA,NA,0.126340628,19.03570976,55.43476589
586,293,Biberach,908,2002,0,1,26.09889793,24.27787018,57.71702957,54.17394638,0.817300081,0.621151924,-2.094604492,26.37247467,0.128470555,20.60000038,51.70000076
587,294,Ravensburg - Bodensee,908,1998,0,0,33.7563858,31.83525276,45.94044876,40.85988998,0.80444479,0.842299521,NA,NA,0.256893545,19.7369696,48.78781554
588,294,Ravensburg - Bodensee,908,2002,0,1,31.39468765,29.49350739,50.50074005,46.80031967,0.83017081,0.798670828,-2.341745377,31.83525276,0.281402051,22.10000038,45.20000076
589,295,Zollernalb - Sigmaringen,908,1998,0,0,32.49171448,31.39387131,49.80838776,42.47221756,0.781856477,0.755635023,NA,NA,0.15602231,20.29020145,56.03924733
590,295,Zollernalb - Sigmaringen,908,2002,0,1,29.0358963,27.70592499,54.85708237,52.80793762,0.68036902,0.667954862,-3.68794632,31.39387131,0.145154044,22.10000038,53.29999924
591,296,SaarbrŸcken,910,1998,0,0,57.02815247,51.91347504,32.16427994,28.37458611,0.594716191,1.364046097,NA,NA,0.9001984,23.78104983,33.7761858
592,296,SaarbrŸcken,910,2002,0,1,51.77957535,45.94537735,34.06717682,31.30664253,1.541695476,1.937926769,-5.968097687,51.91347504,0.863517702,25.29999924,28.79999924
593,297,Saarlouis,910,1998,0,0,55.71739578,52.37406921,36.62156677,33.36882401,0,0.847901762,NA,NA,0.309976518,22.69614421,51.240284
594,297,Saarlouis,910,2002,0,1,50.59552765,45.52051163,39.20278549,36.45913696,1.109762907,1.199395061,-6.853557587,52.37406921,0.309935898,24.39999962,48.79999924
595,298,Sankt Wendel,910,1998,0,0,53.15444565,51.97356415,39.24894333,35.36724472,0.717131972,0.816582143,NA,NA,0.315369278,23.5341546,44.36321431
596,298,Sankt Wendel,910,2002,0,1,47.87349319,45.81563187,40.87666702,38.32771301,0.866293073,1.120073199,-6.157932281,51.97356415,0.300477803,25.29999924,37
597,299,Homburg,910,1998,0,0,55.62981796,53.4741745,33.59257507,30.4271965,0.71522814,1.077924967,NA,NA,0.468355149,23.74562164,50.03509736
598,299,Homburg,910,2002,0,1,50.40140915,46.5835495,35.60155487,33.91676331,1.045530438,1.334914565,-6.890625,53.4741745,0.488890558,25.5,47.5
